

New start of logging. Datetime: 2022.10.01_112457 
No;Datetime, dd/mm/yyyy hh:mm:ss;GPS Time, hhmmssddmmyy;Status;Antenna;Longitude;Latitude;Altitude, m;Speed, km/h;Course
2097;'10/01/2022 12:00:03;'060020011022;FIX;OK;68,0202789;43,13768;2885,1;17,02;100,0
2098;'10/01/2022 12:00:04;'060021011022;FIX;OK;68,0203476;43,13766;2890,6;23,84;111,4
2099;'10/01/2022 12:00:05;'060022011022;FIX;OK;68,0204239;43,13764;2896,9;23,04;121,1
2100;'10/01/2022 12:00:06;'060023011022;FIX;OK;68,0204926;43,13761;2903,9;23,71;118,6
2101;'10/01/2022 12:00:07;'060024011022;FIX;OK;68,0205765;43,13759;2910,9;29,93;109,6
2102;'10/01/2022 12:00:08;'060025011022;FIX;OK;68,0206833;43,13756;2917,5;36,17;106,2
2103;'10/01/2022 12:00:09;'060026011022;FIX;OK;68,0208054;43,13753;2923,9;36,52;116,9
2104;'10/01/2022 12:00:10;'060027011022;FIX;OK;68,0209045;43,13748;2929,8;36,93;130,5
2105;'10/01/2022 12:00:11;'060028011022;FIX;OK;68,0210037;43,13741;2934,9;37,52;135,4
2106;'10/01/2022 12:00:11;'060029011022;FIX;OK;68,0210800;43,13735;2939,6;32,37;140,9
2107;'10/01/2022 12:00:12;'060030011022;FIX;OK;68,0211487;43,13729;2944,9;26,15;139,3
2108;'10/01/2022 12:00:13;'060031011022;FIX;OK;68,0212250;43,13725;2951,1;30,22;118,7
2109;'10/01/2022 12:00:14;'060032011022;FIX;OK;68,0213165;43,13722;2957,3;28,59;104,2
2110;'10/01/2022 12:00:15;'060033011022;FIX;OK;68,0214005;43,13721;2963,9;20,85;93,1
2111;'10/01/2022 12:00:16;'060034011022;FIX;OK;68,0214767;43,13720;2970,0;22,28;94,0
2112;'10/01/2022 12:00:17;'060035011022;FIX;OK;68,0215759;43,13720;2975,2;29,63;87,2
2113;'10/01/2022 12:00:36;'060036011022;FIX;OK;68,0216980;43,13718;2980,2;33,71;100,8
2114;'10/01/2022 12:00:37;'060037011022;FIX;OK;68,0218124;43,13716;2985,4;35,95;112,3
2115;'10/01/2022 12:00:38;'060038011022;FIX;OK;68,0219269;43,13711;2990,7;38,47;122,3
2116;'10/01/2022 12:00:39;'060039011022;FIX;OK;68,0220337;43,13706;2995,7;35,43;129,7
2117;'10/01/2022 12:00:40;'060040011022;FIX;OK;68,0221100;43,13700;3000,7;32,67;142,0
2118;'10/01/2022 12:00:41;'060041011022;FIX;OK;68,0221863;43,13694;3006,2;31,04;141,0
2119;'10/01/2022 12:00:41;'060042011022;FIX;OK;68,0222626;43,13688;3012,4;31,15;127,2
2120;'10/01/2022 12:00:42;'060043011022;FIX;OK;68,0223389;43,13684;3019,0;28,80;126,8
2121;'10/01/2022 12:00:43;'060044011022;FIX;OK;68,0224152;43,13680;3025,4;20,09;121,3
2122;'10/01/2022 12:00:44;'060045011022;FIX;OK;68,0224915;43,13677;3030,9;18,95;102,8
2123;'10/01/2022 12:00:45;'060046011022;FIX;OK;68,0225754;43,13675;3035,9;25,93;102,7
2124;'10/01/2022 12:00:46;'060047011022;FIX;OK;68,0226669;43,13673;3040,9;30,82;110,2
2125;'10/01/2022 12:00:47;'060048011022;FIX;OK;68,0227737;43,13670;3046,5;36,39;118,5
2126;'10/01/2022 12:00:48;'060049011022;FIX;OK;68,0228882;43,13665;3051,9;42,67;121,0
2127;'10/01/2022 12:00:49;'060050011022;FIX;OK;68,0230179;43,13659;3057,0;45,28;125,9
2128;'10/01/2022 12:00:50;'060051011022;FIX;OK;68,0231323;43,13652;3061,8;43,76;133,7
2129;'10/01/2022 12:00:51;'060052011022;FIX;OK;68,0232315;43,13644;3066,4;41,06;138,4
2130;'10/01/2022 12:00:52;'060053011022;FIX;OK;68,0233307;43,13637;3072,1;39,54;130,0
2131;'10/01/2022 12:00:53;'060054011022;FIX;OK;68,0234375;43,13631;3078,7;39,43;120,6
2132;'10/01/2022 12:00:54;'060055011022;FIX;OK;68,0235519;43,13627;3085,5;33,97;116,8
2133;'10/01/2022 12:00:55;'060056011022;FIX;OK;68,0236435;43,13624;3091,7;27,35;107,7
2134;'10/01/2022 12:00:56;'060057011022;FIX;OK;68,0237198;43,13623;3097,1;20,95;106,1
2135;'10/01/2022 12:00:57;'060058011022;FIX;OK;68,0237808;43,13620;3101,7;21,37;130,4
2136;'10/01/2022 12:00:57;'060059011022;FIX;OK;68,0238419;43,13616;3105,9;24,76;136,1
2137;'10/01/2022 12:00:58;'060100011022;FIX;OK;68,0239029;43,13612;3110,5;26,34;134,4
2138;'10/01/2022 12:00:59;'060101011022;FIX;OK;68,0239716;43,13606;3116,5;31,02;138,0
2139;'10/01/2022 12:01:00;'060102011022;FIX;OK;68,0240479;43,13600;3122,3;38,74;137,8
2140;'10/01/2022 12:01:01;'060103011022;FIX;OK;68,0241547;43,13592;3127,3;46,43;131,9
2141;'10/01/2022 12:01:02;'060104011022;FIX;OK;68,0242767;43,13585;3132,0;47,11;123,2
2142;'10/01/2022 12:01:03;'060105011022;FIX;OK;68,0244064;43,13580;3136,6;41,60;116,6
2143;'10/01/2022 12:01:04;'060106011022;FIX;OK;68,0245361;43,13575;3141,1;40,48;113,6
2144;'10/01/2022 12:01:05;'060107011022;FIX;OK;68,0246658;43,13571;3145,7;39,41;113,0
2145;'10/01/2022 12:01:06;'060108011022;FIX;OK;68,0247803;43,13568;3150,5;32,91;108,4
2146;'10/01/2022 12:01:07;'060109011022;FIX;OK;68,0248718;43,13566;3155,4;27,08;108,5
2147;'10/01/2022 12:01:08;'060110011022;FIX;OK;68,0249634;43,13563;3161,2;28,50;120,6
2148;'10/01/2022 12:01:09;'060111011022;FIX;OK;68,0250473;43,13559;3167,7;33,41;124,7
2149;'10/01/2022 12:01:10;'060112011022;FIX;OK;68,0251465;43,13554;3174,6;35,50;126,4
2150;'10/01/2022 12:01:11;'060113011022;FIX;OK;68,0252457;43,13549;3181,9;35,17;121,1
2151;'10/01/2022 12:01:12;'060114011022;FIX;OK;68,0253601;43,13545;3189,3;37,74;108,4
2152;'10/01/2022 12:01:13;'060115011022;FIX;OK;68,0254898;43,13543;3196,0;38,80;99,0
2153;'10/01/2022 12:01:13;'060116011022;FIX;OK;68,0256271;43,13542;3201,9;42,04;98,8
2154;'10/01/2022 12:01:14;'060117011022;FIX;OK;68,0257721;43,13539;3207,3;47,41;110,9
2155;'10/01/2022 12:01:15;'060118011022;FIX;OK;68,0259171;43,13533;3211,5;50,60;121,8
2156;'10/01/2022 12:01:16;'060119011022;FIX;OK;68,0260544;43,13527;3215,5;45,63;128,8
2157;'10/01/2022 12:01:17;'060120011022;FIX;OK;68,0261688;43,13520;3219,7;41,71;130,7
2158;'10/01/2022 12:01:18;'060121011022;FIX;OK;68,0262756;43,13512;3224,2;43,97;134,0
2159;'10/01/2022 12:01:19;'060122011022;FIX;OK;68,0263748;43,13504;3228,6;41,82;139,7
2160;'10/01/2022 12:01:20;'060123011022;FIX;OK;68,0264664;43,13497;3232,9;40,10;138,9
2161;'10/01/2022 12:01:21;'060124011022;FIX;OK;68,0265732;43,13489;3237,5;45,52;130,4
2162;'10/01/2022 12:01:22;'060125011022;FIX;OK;68,0266953;43,13482;3242,3;47,84;128,1
2163;'10/01/2022 12:01:23;'060126011022;FIX;OK;68,0268250;43,13475;3247,5;46,15;123,3
2164;'10/01/2022 12:01:24;'060127011022;FIX;OK;68,0269699;43,13469;3252,1;47,86;110,9
2165;'10/01/2022 12:01:25;'060128011022;FIX;OK;68,0271072;43,13465;3257,3;41,84;112,6
2166;'10/01/2022 12:01:26;'060129011022;FIX;OK;68,0272217;43,13460;3263,4;39,56;132,1
2167;'10/01/2022 12:01:27;'060130011022;FIX;OK;68,0273209;43,13453;3269,6;38,52;133,2
2168;'10/01/2022 12:01:28;'060131011022;FIX;OK;68,0274124;43,13447;3276,0;33,37;131,9
2169;'10/01/2022 12:01:29;'060132011022;FIX;OK;68,0274887;43,13441;3282,4;33,32;139,6
2170;'10/01/2022 12:01:29;'060133011022;FIX;OK;68,0275726;43,13435;3289,3;36,08;132,2
2171;'10/01/2022 12:01:30;'060134011022;FIX;OK;68,0276642;43,13430;3296,2;32,13;124,9
2172;'10/01/2022 12:01:31;'060135011022;FIX;OK;68,0277405;43,13425;3302,8;27,04;138,2
2173;'10/01/2022 12:01:32;'060136011022;FIX;OK;68,0278015;43,13419;3309,2;28,37;137,9
2174;'10/01/2022 12:01:33;'060137011022;FIX;OK;68,0278625;43,13414;3314,3;35,52;137,5
2175;'10/01/2022 12:01:34;'060138011022;FIX;OK;68,0279388;43,13412;3318,6;26,02;98,7
2176;'10/01/2022 12:01:35;'060139011022;FIX;OK;68,0280380;43,13410;3323,4;34,67;113,7
2177;'10/01/2022 12:01:36;'060140011022;FIX;OK;68,0281525;43,13406;3328,6;42,32;118,5
2178;'10/01/2022 12:01:37;'060141011022;FIX;OK;68,0282822;43,13400;3334,1;45,47;117,8
2179;'10/01/2022 12:01:38;'060142011022;FIX;OK;68,0284195;43,13394;3340,1;44,37;126,6
2180;'10/01/2022 12:01:39;'060143011022;FIX;OK;68,0285339;43,13387;3346,0;45,26;133,4
2181;'10/01/2022 12:01:40;'060144011022;FIX;OK;68,0286484;43,13380;3351,0;44,97;133,0
2182;'10/01/2022 12:01:41;'060145011022;FIX;OK;68,0287704;43,13372;3355,3;48,63;128,9
2183;'10/01/2022 12:01:42;'060146011022;FIX;OK;68,0289001;43,13365;3360,6;46,24;120,1
2184;'10/01/2022 12:01:43;'060147011022;FIX;OK;68,0290146;43,13360;3366,5;34,28;121,1
2185;'10/01/2022 12:01:44;'060148011022;FIX;OK;68,0291138;43,13356;3372,8;29,72;122,0
2186;'10/01/2022 12:01:45;'060149011022;FIX;OK;68,0291901;43,13353;3378,5;26,11;114,3
2187;'10/01/2022 12:01:45;'060150011022;FIX;OK;68,0292664;43,13350;3383,5;24,17;124,9
2188;'10/01/2022 12:01:46;'060151011022;FIX;OK;68,0293274;43,13346;3388,2;27,08;140,6
2189;'10/01/2022 12:01:47;'060152011022;FIX;OK;68,0293884;43,13340;3393,1;29,21;136,1
2190;'10/01/2022 12:01:48;'060153011022;FIX;OK;68,0294647;43,13335;3398,2;32,43;135,2
2191;'10/01/2022 12:01:49;'060154011022;FIX;OK;68,0295486;43,13328;3403,0;40,69;142,6
2192;'10/01/2022 12:01:50;'060155011022;FIX;OK;68,0296478;43,13320;3407,2;46,52;128,1
2193;'10/01/2022 12:01:51;'060156011022;FIX;OK;68,0297775;43,13314;3411,2;45,45;120,1
2194;'10/01/2022 12:01:52;'060157011022;FIX;OK;68,0299149;43,13308;3415,3;46,52;123,1
2195;'10/01/2022 12:01:53;'060158011022;FIX;OK;68,0300446;43,13302;3420,1;44,76;119,9
2196;'10/01/2022 12:01:54;'060159011022;FIX;OK;68,0301819;43,13298;3425,5;40,89;108,6
2197;'10/01/2022 12:01:55;'060200011022;FIX;OK;68,0303116;43,13294;3430,7;39,08;108,3
2198;'10/01/2022 12:01:56;'060201011022;FIX;OK;68,0304337;43,13291;3436,1;38,97;110,2
2199;'10/01/2022 12:01:57;'060202011022;FIX;OK;68,0305634;43,13288;3440,4;40,78;103,6
2200;'10/01/2022 12:01:58;'060203011022;FIX;OK;68,0307083;43,13286;3444,1;45,50;106,9
2201;'10/01/2022 12:01:59;'060204011022;FIX;OK;68,0308533;43,13282;3448,1;45,45;114,9
2202;'10/01/2022 12:02:00;'060205011022;FIX;OK;68,0310059;43,13276;3452,6;52,86;117,7
2203;'10/01/2022 12:02:01;'060206011022;FIX;OK;68,0311584;43,13270;3457,1;55,56;122,3
2204;'10/01/2022 12:02:01;'060207011022;FIX;OK;68,0313034;43,13263;3461,9;46,74;129,8
2205;'10/01/2022 12:02:02;'060208011022;FIX;OK;68,0314102;43,13256;3467,0;40,73;132,1
2206;'10/01/2022 12:02:03;'060209011022;FIX;OK;68,0315018;43,13249;3472,3;38,91;137,9
2207;'10/01/2022 12:02:04;'060210011022;FIX;OK;68,0315781;43,13242;3477,4;31,47;139,5
2208;'10/01/2022 12:02:05;'060211011022;FIX;OK;68,0316467;43,13238;3481,9;24,58;125,5
2209;'10/01/2022 12:02:06;'060212011022;FIX;OK;68,0317230;43,13235;3485,8;27,13;113,5
2210;'10/01/2022 12:02:07;'060213011022;FIX;OK;68,0318222;43,13230;3492,5;39,69;124,4
2211;'10/01/2022 12:02:08;'060214011022;FIX;OK;68,0319443;43,13224;3498,5;46,28;119,7
2212;'10/01/2022 12:02:09;'060215011022;FIX;OK;68,0320892;43,13219;3503,9;48,63;120,0
2213;'10/01/2022 12:02:10;'060216011022;FIX;OK;68,0322189;43,13211;3508,6;47,73;129,7
2214;'10/01/2022 12:02:11;'060217011022;FIX;OK;68,0323486;43,13204;3513,0;47,39;130,6
2215;'10/01/2022 12:02:12;'060218011022;FIX;OK;68,0324707;43,13197;3518,0;44,26;125,5
2216;'10/01/2022 12:02:13;'060219011022;FIX;OK;68,0325775;43,13189;3523,3;43,45;136,0
2217;'10/01/2022 12:02:14;'060220011022;FIX;OK;68,0326767;43,13181;3528,7;43,58;143,8
2218;'10/01/2022 12:02:15;'060221011022;FIX;OK;68,0327530;43,13173;3533,9;35,50;141,2
2219;'10/01/2022 12:02:16;'060222011022;FIX;OK;68,0328217;43,13167;3539,0;27,41;139,6
2220;'10/01/2022 12:02:17;'060223011022;FIX;OK;68,0328903;43,13161;3544,7;31,22;138,9
2221;'10/01/2022 12:02:17;'060224011022;FIX;OK;68,0329514;43,13155;3550,5;30,04;138,5
2222;'10/01/2022 12:02:18;'060225011022;FIX;OK;68,0330124;43,13152;3555,8;19,06;121,4
2223;'10/01/2022 12:02:19;'060226011022;FIX;OK;68,0330658;43,13148;3559,4;21,11;132,8
2224;'10/01/2022 12:02:20;'060227011022;FIX;OK;68,0331268;43,13144;3562,7;28,71;125,2
2225;'10/01/2022 12:02:21;'060228011022;FIX;OK;68,0332184;43,13140;3565,9;28,84;113,2
2226;'10/01/2022 12:02:22;'060229011022;FIX;OK;68,0333023;43,13137;3570,4;29,52;115,2
2227;'10/01/2022 12:02:23;'060230011022;FIX;OK;68,0334015;43,13134;3575,9;36,71;120,2
2228;'10/01/2022 12:02:24;'060231011022;FIX;OK;68,0335236;43,13129;3581,4;40,06;114,8
2229;'10/01/2022 12:02:25;'060232011022;FIX;OK;68,0336533;43,13125;3586,3;43,36;111,4
2230;'10/01/2022 12:02:26;'060233011022;FIX;OK;68,0337906;43,13121;3590,6;46,19;113,6
2231;'10/01/2022 12:02:27;'060234011022;FIX;OK;68,0339279;43,13116;3594,8;44,54;119,6
2232;'10/01/2022 12:02:28;'060235011022;FIX;OK;68,0340652;43,13110;3599,4;46,41;125,6
2233;'10/01/2022 12:02:29;'060236011022;FIX;OK;68,0341873;43,13102;3604,3;47,74;132,6
2234;'10/01/2022 12:02:30;'060237011022;FIX;OK;68,0342941;43,13094;3609,0;43,60;140,2
2235;'10/01/2022 12:02:31;'060238011022;FIX;OK;68,0343781;43,13086;3613,6;39,32;145,1
2236;'10/01/2022 12:02:32;'060239011022;FIX;OK;68,0344543;43,13078;3618,3;35,87;144,4
2237;'10/01/2022 12:02:33;'060240011022;FIX;OK;68,0345154;43,13071;3623,2;30,26;142,2
2238;'10/01/2022 12:02:34;'060241011022;FIX;OK;68,0345764;43,13066;3628,1;26,34;138,4
2239;'10/01/2022 12:02:34;'060242011022;FIX;OK;68,0346451;43,13062;3632,6;25,39;126,0
2240;'10/01/2022 12:02:35;'060243011022;FIX;OK;68,0347214;43,13058;3636,5;28,59;112,1
2241;'10/01/2022 12:02:36;'060244011022;FIX;OK;68,0348129;43,13055;3640,7;32,72;114,5
2242;'10/01/2022 12:02:37;'060245011022;FIX;OK;68,0349197;43,13051;3645,5;34,28;118,4
2243;'10/01/2022 12:02:38;'060246011022;FIX;OK;68,0350266;43,13047;3651,0;37,93;113,9
2244;'10/01/2022 12:02:39;'060247011022;FIX;OK;68,0351562;43,13044;3657,1;41,32;111,9
2245;'10/01/2022 12:02:40;'060248011022;FIX;OK;68,0352859;43,13040;3662,1;44,23;113,3
2246;'10/01/2022 12:02:41;'060249011022;FIX;OK;68,0354309;43,13035;3666,4;47,24;114,4
2247;'10/01/2022 12:02:42;'060250011022;FIX;OK;68,0355759;43,13030;3670,6;42,73;115,3
2248;'10/01/2022 12:02:43;'060251011022;FIX;OK;68,0356979;43,13026;3675,2;39,35;112,1
2249;'10/01/2022 12:02:44;'060252011022;FIX;OK;68,0358353;43,13022;3679,4;43,06;111,0
2250;'10/01/2022 12:02:45;'060253011022;FIX;OK;68,0359726;43,13018;3683,0;44,73;112,4
2251;'10/01/2022 12:02:46;'060254011022;FIX;OK;68,0361023;43,13014;3686,5;41,84;118,3
2252;'10/01/2022 12:02:47;'060255011022;FIX;OK;68,0362320;43,13008;3690,5;41,95;117,7
2253;'10/01/2022 12:02:48;'060256011022;FIX;OK;68,0363617;43,13005;3694,8;41,34;109,9
2254;'10/01/2022 12:02:49;'060257011022;FIX;OK;68,0364838;43,13002;3699,4;33,72;108,0
2255;'10/01/2022 12:02:50;'060258011022;FIX;OK;68,0365829;43,12999;3704,1;29,04;113,5
2256;'10/01/2022 12:02:50;'060259011022;FIX;OK;68,0366669;43,12996;3708,7;26,71;117,8
2257;'10/01/2022 12:02:51;'060300011022;FIX;OK;68,0367432;43,12992;3713,1;25,13;126,3
2258;'10/01/2022 12:02:52;'060301011022;FIX;OK;68,0368118;43,12988;3717,4;25,09;131,6
2259;'10/01/2022 12:02:53;'060302011022;FIX;OK;68,0368729;43,12983;3721,6;28,47;136,8
2260;'10/01/2022 12:02:54;'060303011022;FIX;OK;68,0369415;43,12977;3725,8;34,13;142,5
2261;'10/01/2022 12:02:55;'060304011022;FIX;OK;68,0370178;43,12970;3730,3;37,28;138,1
2262;'10/01/2022 12:02:56;'060305011022;FIX;OK;68,0371170;43,12963;3734,9;41,19;132,4
2263;'10/01/2022 12:02:57;'060306011022;FIX;OK;68,0372314;43,12956;3739,4;46,50;127,2
2264;'10/01/2022 12:02:58;'060307011022;FIX;OK;68,0373535;43,12950;3744,4;44,11;119,5
2265;'10/01/2022 12:02:59;'060308011022;FIX;OK;68,0374832;43,12945;3750,3;39,23;115,8
2266;'10/01/2022 12:03:00;'060309011022;FIX;OK;68,0376053;43,12941;3756,3;39,91;108,4
2267;'10/01/2022 12:03:01;'060310011022;FIX;OK;68,0377502;43,12938;3761,3;40,86;101,0
2268;'10/01/2022 12:03:02;'060311011022;FIX;OK;68,0378799;43,12936;3766,3;36,32;102,4
2269;'10/01/2022 12:03:03;'060312011022;FIX;OK;68,0380020;43,12933;3770,7;36,34;105,4
2270;'10/01/2022 12:03:04;'060313011022;FIX;OK;68,0381241;43,12932;3773,8;35,60;99,0
2271;'10/01/2022 12:03:05;'060314011022;FIX;OK;68,0382309;43,12931;3777,4;30,65;99,8
2272;'10/01/2022 12:03:06;'060315011022;FIX;OK;68,0383301;43,12929;3781,4;28,30;107,8
2273;'10/01/2022 12:03:06;'060316011022;FIX;OK;68,0384216;43,12927;3786,3;27,34;110,3
2274;'10/01/2022 12:03:07;'060317011022;FIX;OK;68,0385056;43,12924;3791,9;26,28;119,7
2275;'10/01/2022 12:03:08;'060318011022;FIX;OK;68,0385742;43,12920;3797,3;27,17;138,6
2276;'10/01/2022 12:03:09;'060319011022;FIX;OK;68,0386353;43,12914;3802,8;31,13;142,7
2277;'10/01/2022 12:03:10;'060320011022;FIX;OK;68,0387115;43,12907;3808,5;35,47;137,2
2278;'10/01/2022 12:03:11;'060321011022;FIX;OK;68,0387955;43,12900;3813,5;42,54;140,7
2279;'10/01/2022 12:03:12;'060322011022;FIX;OK;68,0388947;43,12892;3818,7;46,17;136,7
2280;'10/01/2022 12:03:13;'060323011022;FIX;OK;68,0390015;43,12884;3824,3;41,39;127,2
2281;'10/01/2022 12:03:14;'060324011022;FIX;OK;68,0391235;43,12878;3830,5;44,32;127,6
2282;'10/01/2022 12:03:15;'060325011022;FIX;OK;68,0392456;43,12871;3837,3;46,93;127,3
2283;'10/01/2022 12:03:16;'060326011022;FIX;OK;68,0393753;43,12865;3843,9;42,19;115,7
2284;'10/01/2022 12:03:17;'060327011022;FIX;OK;68,0394974;43,12860;3851,5;36,04;111,1
2285;'10/01/2022 12:03:18;'060328011022;FIX;OK;68,0395889;43,12857;3858,2;25,45;120,5
2286;'10/01/2022 12:03:19;'060329011022;FIX;OK;68,0396500;43,12854;3863,7;19,39;137,0
2287;'10/01/2022 12:03:20;'060330011022;FIX;OK;68,0397034;43,12849;3869,1;27,35;143,3
2288;'10/01/2022 12:03:21;'060331011022;FIX;OK;68,0397720;43,12844;3875,2;34,41;130,9
2289;'10/01/2022 12:03:22;'060332011022;FIX;OK;68,0398712;43,12839;3881,6;33,19;116,5
2290;'10/01/2022 12:03:22;'060333011022;FIX;OK;68,0399704;43,12836;3887,7;33,58;111,4
2291;'10/01/2022 12:03:23;'060334011022;FIX;OK;68,0400925;43,12833;3892,5;39,41;104,8
2292;'10/01/2022 12:03:24;'060335011022;FIX;OK;68,0402298;43,12830;3897,4;42,58;105,2
2293;'10/01/2022 12:03:25;'060336011022;FIX;OK;68,0403595;43,12827;3900,7;40,15;112,4
2294;'10/01/2022 12:03:26;'060337011022;FIX;OK;68,0404968;43,12823;3904,5;44,69;117,3
2295;'10/01/2022 12:03:27;'060338011022;FIX;OK;68,0406342;43,12817;3908,3;48,39;121,2
2296;'10/01/2022 12:03:28;'060339011022;FIX;OK;68,0407639;43,12810;3912,7;45,95;127,9
2297;'10/01/2022 12:03:29;'060340011022;FIX;OK;68,0408859;43,12803;3917,6;45,63;132,5
2298;'10/01/2022 12:03:30;'060341011022;FIX;OK;68,0409927;43,12795;3922,7;42,71;138,1
2299;'10/01/2022 12:03:31;'060342011022;FIX;OK;68,0410767;43,12787;3928,1;35,48;142,5
2300;'10/01/2022 12:03:32;'060343011022;FIX;OK;68,0411453;43,12781;3933,3;31,13;138,4
2301;'10/01/2022 12:03:33;'060344011022;FIX;OK;68,0412140;43,12776;3938,0;26,13;131,8
2302;'10/01/2022 12:03:34;'060345011022;FIX;OK;68,0412827;43,12772;3942,9;24,78;115,6
2303;'10/01/2022 12:03:35;'060346011022;FIX;OK;68,0413666;43,12769;3948,2;31,35;115,7
2304;'10/01/2022 12:03:36;'060347011022;FIX;OK;68,0414658;43,12766;3953,8;33,34;112,3
2305;'10/01/2022 12:03:37;'060348011022;FIX;OK;68,0415802;43,12763;3958,5;38,15;103,8
2306;'10/01/2022 12:03:38;'060349011022;FIX;OK;68,0417175;43,12760;3962,9;45,04;113,8
2307;'10/01/2022 12:03:38;'060350011022;FIX;OK;68,0418549;43,12755;3966,6;44,99;119,5
2308;'10/01/2022 12:03:39;'060351011022;FIX;OK;68,0419922;43,12750;3970,2;44,43;111,4
2309;'10/01/2022 12:03:40;'060352011022;FIX;OK;68,0421371;43,12746;3974,2;47,43;111,0
2310;'10/01/2022 12:03:41;'060353011022;FIX;OK;68,0422821;43,12741;3979,6;45,63;114,9
2311;'10/01/2022 12:03:42;'060354011022;FIX;OK;68,0424194;43,12737;3984,4;43,19;108,9
2312;'10/01/2022 12:03:43;'060355011022;FIX;OK;68,0425644;43,12734;3988,8;43,23;103,4
2313;'10/01/2022 12:03:44;'060356011022;FIX;OK;68,0426941;43,12732;3993,7;37,80;105,1
2314;'10/01/2022 12:03:45;'060357011022;FIX;OK;68,0428085;43,12730;3998,7;32,35;101,5
2315;'10/01/2022 12:03:46;'060358011022;FIX;OK;68,0429153;43,12729;4003,7;31,10;94,7
2316;'10/01/2022 12:03:47;'060359011022;FIX;OK;68,0430222;43,12727;4008,6;29,58;97,4
2317;'10/01/2022 12:03:48;'060400011022;FIX;OK;68,0431137;43,12726;4013,2;25,04;103,2
2318;'10/01/2022 12:03:49;'060401011022;FIX;OK;68,0431824;43,12725;4017,3;21,28;112,5
2319;'10/01/2022 12:03:50;'060402011022;FIX;OK;68,0432510;43,12722;4021,8;24,78;124,4
2320;'10/01/2022 12:03:51;'060403011022;FIX;OK;68,0433273;43,12718;4026,5;29,78;132,4
2321;'10/01/2022 12:03:52;'060404011022;FIX;OK;68,0434036;43,12712;4031,2;33,50;134,7
2322;'10/01/2022 12:03:53;'060405011022;FIX;OK;68,0434952;43,12706;4036,1;37,56;129,9
2323;'10/01/2022 12:03:54;'060406011022;FIX;OK;68,0436020;43,12700;4040,9;41,30;123,7
2324;'10/01/2022 12:03:54;'060407011022;FIX;OK;68,0437241;43,12695;4045,9;43,63;117,0
2325;'10/01/2022 12:03:55;'060408011022;FIX;OK;68,0438614;43,12691;4051,3;41,24;106,7
2326;'10/01/2022 12:03:56;'060409011022;FIX;OK;68,0439835;43,12689;4057,3;36,30;102,2
2327;'10/01/2022 12:03:57;'060410011022;FIX;OK;68,0440903;43,12687;4063,5;28,41;107,0
2328;'10/01/2022 12:03:58;'060411011022;FIX;OK;68,0441666;43,12685;4069,4;20,39;112,5
2329;'10/01/2022 12:03:59;'060412011022;FIX;OK;68,0442352;43,12682;4074,8;21,85;115,2
2330;'10/01/2022 12:04:00;'060413011022;FIX;OK;68,0443039;43,12680;4079,3;22,50;117,6
2331;'10/01/2022 12:04:01;'060414011022;FIX;OK;68,0443649;43,12678;4083,3;18,98;112,0
2332;'10/01/2022 12:04:02;'060415011022;FIX;OK;68,0444336;43,12676;4088,3;23,56;110,8
2333;'10/01/2022 12:04:03;'060416011022;FIX;OK;68,0445099;43,12673;4093,9;27,54;120,0
2334;'10/01/2022 12:04:04;'060417011022;FIX;OK;68,0445786;43,12670;4099,5;22,04;124,2
2335;'10/01/2022 12:04:05;'060418011022;FIX;OK;68,0446396;43,12667;4105,4;17,02;108,1
2336;'10/01/2022 12:04:06;'060419011022;FIX;OK;68,0447006;43,12666;4110,9;21,43;98,7
2337;'10/01/2022 12:04:07;'060420011022;FIX;OK;68,0447693;43,12666;4116,3;21,45;98,0
2338;'10/01/2022 12:04:08;'060421011022;FIX;OK;68,0448380;43,12666;4121,4;22,09;80,3
2339;'10/01/2022 12:04:09;'060422011022;FIX;OK;68,0449295;43,12667;4126,0;32,10;79,4
2340;'10/01/2022 12:04:10;'060423011022;FIX;OK;68,0450516;43,12667;4130,9;38,34;94,9
2341;'10/01/2022 12:04:10;'060424011022;FIX;OK;68,0451813;43,12666;4135,5;40,60;102,7
2342;'10/01/2022 12:04:11;'060425011022;FIX;OK;68,0453262;43,12663;4140,6;42,11;105,8
2343;'10/01/2022 12:04:12;'060426011022;FIX;OK;68,0454559;43,12659;4145,2;40,54;115,6
2344;'10/01/2022 12:04:13;'060427011022;FIX;OK;68,0455704;43,12654;4150,2;39,00;122,5
2345;'10/01/2022 12:04:14;'060428011022;FIX;OK;68,0456848;43,12650;4155,3;36,89;123,2
2346;'10/01/2022 12:04:15;'060429011022;FIX;OK;68,0457764;43,12644;4160,4;31,13;131,0
2347;'10/01/2022 12:04:16;'060430011022;FIX;OK;68,0458450;43,12640;4165,7;23,41;126,7
2348;'10/01/2022 12:04:17;'060431011022;FIX;OK;68,0459137;43,12637;4170,9;22,41;109,7
2349;'10/01/2022 12:04:18;'060432011022;FIX;OK;68,0459824;43,12636;4175,7;20,39;101,6
2350;'10/01/2022 12:04:19;'060433011022;FIX;OK;68,0460510;43,12635;4180,6;21,39;94,8
2351;'10/01/2022 12:04:20;'060434011022;FIX;OK;68,0461349;43,12635;4185,6;28,24;92,6
2352;'10/01/2022 12:04:21;'060435011022;FIX;OK;68,0462418;43,12634;4190,5;33,41;90,2
2353;'10/01/2022 12:04:22;'060436011022;FIX;OK;68,0463562;43,12634;4195,3;37,19;93,2
