

New start of logging. Datetime: 2022.10.01_112457 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'10/01/2022 11:31:51;18,7;16;1001,6;19,2;15,7;-9,9;-10,1;1009,9;-70,0;140,0;0,0;13,1;231,3;-100,0;4,20;0,01
'10/01/2022 11:31:52;18,8;16;1001,6;19,3;15,7;-10,0;-10,2;1010,4;-140,0;70,0;70,0;13,1;231,3;-100,0;4,20;0,01
'10/01/2022 11:31:53;18,8;16;1001,4;19,3;15,8;-10,0;-10,1;1011,0;-140,0;70,0;-70,0;13,2;236,8;-100,0;4,20;0,01
'10/01/2022 11:31:54;18,8;16;1001,5;19,3;15,8;-10,0;-10,2;1011,3;0,0;0,0;0,0;13,5;243,7;-100,0;4,20;0,01
'10/01/2022 11:31:55;18,8;16;1001,5;19,3;15,8;-10,1;-10,2;1011,1;0,0;-140,0;0,0;13,5;242,2;-100,0;4,20;0,01
'10/01/2022 11:31:56;18,8;16;1001,4;19,3;15,8;-10,1;-10,4;1011,3;-70,0;-70,0;-70,0;13,6;248,9;-100,0;4,20;0,01
'10/01/2022 11:31:57;18,8;16;1001,4;19,3;15,8;-9,9;-10,4;1011,4;-70,0;0,0;-70,0;13,7;251,9;-100,0;4,20;0,01
'10/01/2022 11:31:58;18,8;16;1001,6;19,3;15,8;-10,1;-10,4;1011,1;0,0;-140,0;0,0;13,8;258,0;-100,0;4,20;0,01
'10/01/2022 11:31:58;18,8;16;1001,4;19,3;15,8;-10,0;-10,3;1010,4;0,0;70,0;0,0;14,1;258,3;-100,0;4,20;0,01
'10/01/2022 11:31:59;18,8;16;1001,4;19,3;15,8;-9,9;-10,4;1009,7;0,0;-140,0;0,0;14,4;259,5;-100,0;4,20;0,01
'10/01/2022 11:32:00;18,8;16;1001,5;19,3;15,8;-10,1;-10,3;1009,7;-70,0;70,0;0,0;14,3;258,8;-100,0;4,20;0,01
'10/01/2022 11:32:01;18,8;16;1001,4;19,3;15,8;-10,0;-10,3;1009,5;-70,0;-70,0;0,0;14,2;258,0;-100,0;4,20;0,01
'10/01/2022 11:32:02;18,8;16;1001,6;19,3;15,8;-10,1;-10,4;1008,9;-70,0;0,0;0,0;13,7;250,5;-100,0;4,20;0,01
'10/01/2022 11:32:03;18,8;16;1001,5;19,4;15,9;-9,9;-10,3;1009,8;0,0;0,0;0,0;13,0;234,9;-100,0;4,20;0,01
'10/01/2022 11:32:04;18,8;16;1001,5;19,3;15,8;-9,9;-10,2;1010,2;0,0;-70,0;-70,0;12,1;221,1;-100,0;4,20;0,01
'10/01/2022 11:32:05;18,8;15;1001,5;19,3;15,8;-9,9;-10,2;1010,0;0,0;-70,0;0,0;11,3;213,0;-100,0;4,20;0,01
'10/01/2022 11:32:06;18,9;15;1001,5;19,4;15,8;-9,9;-10,2;1010,1;-70,0;0,0;0,0;11,2;206,1;-100,0;4,20;0,01
'10/01/2022 11:32:07;18,9;15;1001,5;19,4;15,9;-9,9;-10,2;1010,5;-70,0;0,0;0,0;11,1;205,0;-100,0;4,20;0,01
'10/01/2022 11:32:08;18,9;15;1001,6;19,4;15,9;-10,0;-10,1;1010,5;0,0;0,0;0,0;11,2;216,3;-100,0;4,20;0,01
'10/01/2022 11:32:09;18,9;15;1001,6;19,4;15,9;-10,0;-10,1;1010,5;0,0;0,0;0,0;11,7;224,8;-100,0;4,20;0,01
'10/01/2022 11:32:10;18,9;16;1001,5;19,4;15,9;-10,0;-10,2;1010,4;0,0;0,0;0,0;12,5;231,8;-100,0;4,20;0,01
'10/01/2022 11:32:11;18,9;16;1001,5;19,4;15,9;-9,8;-10,2;1010,5;0,0;0,0;0,0;12,9;242,9;-100,0;4,20;0,01
'10/01/2022 11:32:12;18,9;16;1001,5;19,4;15,9;-9,8;-10,2;1010,7;-70,0;0,0;0,0;13,4;246,4;-100,0;4,20;0,01
'10/01/2022 11:32:12;18,9;16;1001,5;19,4;15,9;-10,0;-10,4;1010,6;0,0;-70,0;-70,0;13,8;253,9;-100,0;4,20;0,01
'10/01/2022 11:32:13;18,9;16;1001,4;19,4;15,9;-9,9;-10,6;1010,4;-70,0;-140,0;0,0;13,9;257,4;-100,0;4,20;0,01
'10/01/2022 11:32:14;18,9;16;1001,6;19,5;15,9;-9,9;-10,6;1010,5;0,0;0,0;0,0;14,0;258,8;-100,0;4,20;0,01
'10/01/2022 11:32:15;18,9;16;1001,4;19,5;15,9;-10,0;-10,7;1010,6;-70,0;0,0;-70,0;14,1;256,7;-100,0;4,20;0,01
'10/01/2022 11:32:16;18,9;16;1001,5;19,5;15,9;-10,1;-10,6;1010,8;-140,0;0,0;0,0;14,0;256,9;-100,0;4,20;0,01
'10/01/2022 11:32:17;18,9;16;1001,5;19,5;16,0;-9,8;-10,7;1011,3;-70,0;-70,0;0,0;13,7;258,0;-100,0;4,20;0,01
'10/01/2022 11:32:18;19,0;16;1001,5;19,5;16,0;-10,2;-10,5;1011,4;-70,0;70,0;0,0;13,9;259,4;-100,0;4,20;0,01
